ride_id,driver_id,customer_id,car_type,pick_up_location,drop_location,pickup_time,drop_time,total_duration,distance,rate_per_km,fare,ride_status
RID016471,DRV02520,CUS12534,SUV,Borivali,Juhu,2025-11-30 06:08:49,2025-11-30 06:30:49,22,6.55,19,174.45,completed
RID016472,DRV09212,CUS18131,Sedan,Dadar,Powai,2025-11-23 07:42:45,2025-11-23 08:21:45,39,28.35,15,475.25,cancelled
RID016473,DRV04775,CUS06183,Hatchback,Mulund,Vile Parle,2026-04-18 17:35:10,2026-04-18 18:01:10,26,11.78,11,179.58,completed
RID016474,DRV06974,CUS02792,Hatchback,Mulund,Santacruz,2025-08-09 15:12:35,2025-08-09 15:56:35,44,24.81,11,322.91,completed
RID016475,DRV08363,CUS47934,Hatchback,Malad,Mulund,2026-04-18 20:03:12,2026-04-18 21:17:12,74,15.41,11,219.51,completed
RID016476,DRV07029,CUS15131,SUV,Santacruz,Dadar,2025-11-13 13:43:51,2025-11-13 14:28:51,45,18.95,19,410.05,completed
RID016477,DRV01138,CUS26096,Hatchback,Ghatkopar,Juhu,2026-01-28 17:23:15,2026-01-28 18:53:15,90,20.62,11,276.82,completed
RID016478,DRV04752,CUS49817,SUV,Juhu,Andheri,2026-04-15 23:28:25,2026-04-16 00:53:25,85,2.59,19,99.21,cancelled
RID016479,DRV00251,CUS43729,Sedan,Kurla,Santacruz,2026-04-12 14:27:47,2026-04-12 15:29:47,62,9.52,15,192.8,completed
RID016480,DRV08686,CUS03815,Sedan,Andheri,Borivali,2025-09-30 16:22:40,2025-09-30 16:58:40,36,29.47,15,492.05,completed
RID016481,DRV08228,CUS01022,Sedan,Malad,Juhu,2025-12-19 10:09:06,2025-12-19 10:49:06,40,22.06,15,380.9,cancelled
RID016482,DRV03447,CUS20161,Sedan,Malad,Bandra,2026-01-19 08:24:24,2026-01-19 09:22:24,58,9.43,15,191.45,completed
RID016483,DRV08701,CUS26412,Sedan,Ghatkopar,Malad,2025-08-04 15:28:53,2025-08-04 16:09:53,41,27.21,15,458.15,completed
RID016484,DRV03124,CUS39098,SUV,Mulund,Kurla,2025-08-20 02:40:13,2025-08-20 03:04:13,24,29.08,19,602.52,completed
RID016485,DRV07658,CUS25033,Sedan,Ghatkopar,Kurla,2025-12-09 07:23:46,2025-12-09 07:48:46,25,22.66,15,389.9,completed
RID016486,DRV02489,CUS24121,Sedan,Malad,Powai,2026-04-18 18:27:42,2026-04-18 19:15:42,48,1.49,15,72.35,completed
RID016487,DRV02226,CUS15370,SUV,Mulund,Malad,2025-11-18 00:19:43,2025-11-18 01:17:43,58,10.41,19,247.79,cancelled
RID016488,DRV01812,CUS08404,Sedan,Powai,Andheri,2025-10-10 05:45:35,2025-10-10 06:27:35,42,4.73,15,120.95,completed
RID016489,DRV08705,CUS09577,SUV,Juhu,Borivali,2026-03-11 22:58:19,2026-03-11 23:22:19,24,2.31,19,93.89,cancelled
RID016490,DRV02615,CUS38096,Sedan,Malad,Dadar,2025-10-19 05:00:02,2025-10-19 05:29:02,29,28.58,15,478.7,completed
RID016491,DRV07878,CUS19453,SUV,Powai,Andheri,2025-08-25 03:13:02,2025-08-25 04:00:02,47,11.31,19,264.89,completed
RID016492,DRV07798,CUS10004,Hatchback,Ghatkopar,Kurla,2026-02-12 03:17:40,2026-02-12 04:28:40,71,27.38,11,351.18,completed
RID016493,DRV06939,CUS22582,SUV,Andheri,Powai,2025-10-11 14:46:09,2025-10-11 15:19:09,33,28.21,19,585.99,completed
RID016494,DRV01964,CUS01744,Sedan,Bandra,Dadar,2026-03-20 05:15:27,2026-03-20 06:28:27,73,25.6,15,434.0,completed
RID016495,DRV09355,CUS29893,SUV,Powai,Juhu,2025-12-10 20:54:22,2025-12-10 22:12:22,78,5.05,19,145.95,completed
RID016496,DRV07002,CUS08301,SUV,Ghatkopar,Santacruz,2026-05-04 03:03:59,2026-05-04 04:33:59,90,26.65,19,556.35,completed
RID016497,DRV05255,CUS36976,Sedan,Powai,Andheri,2026-05-07 12:15:42,2026-05-07 13:24:42,69,25.2,15,428.0,cancelled
RID016498,DRV07604,CUS40760,Sedan,Dadar,Borivali,2026-03-09 05:15:39,2026-03-09 05:53:39,38,9.29,15,189.35,completed
RID016499,DRV02562,CUS09092,SUV,Mulund,Borivali,2026-05-30 01:44:26,2026-05-30 02:29:26,45,18.16,19,395.04,completed
RID016500,DRV08522,CUS48995,Sedan,Powai,Juhu,2025-10-06 08:24:53,2025-10-06 09:22:53,58,17.64,15,314.6,cancelled
RID016501,DRV05076,CUS34307,SUV,Andheri,Dadar,2026-04-11 01:53:35,2026-04-11 02:56:35,63,27.63,19,574.97,completed
RID016502,DRV08470,CUS47267,Sedan,Kurla,Powai,2026-05-02 07:10:54,2026-05-02 07:43:54,33,19.78,15,346.7,completed
RID016503,DRV01365,CUS12799,SUV,Malad,Borivali,2026-06-02 17:17:03,2026-06-02 17:46:03,29,1.65,19,81.35,completed
RID016504,DRV02304,CUS42545,Hatchback,Ghatkopar,Vile Parle,2025-11-28 16:14:55,2025-11-28 16:34:55,20,4.77,11,102.47,completed
RID016505,DRV05106,CUS20561,Sedan,Borivali,Malad,2026-02-21 17:56:39,2026-02-21 19:08:39,72,4.5,15,117.5,completed
RID016506,DRV06731,CUS23243,SUV,Juhu,Borivali,2026-02-05 02:25:24,2026-02-05 03:54:24,89,23.06,19,488.14,completed
RID016507,DRV05963,CUS04645,SUV,Santacruz,Bandra,2026-02-23 01:21:19,2026-02-23 01:51:19,30,7.15,19,185.85,cancelled
RID016508,DRV09419,CUS34002,Sedan,Santacruz,Andheri,2026-04-18 04:07:32,2026-04-18 04:47:32,40,15.02,15,275.3,completed
RID016509,DRV00478,CUS04684,SUV,Santacruz,Kurla,2025-09-27 18:34:02,2025-09-27 19:55:02,81,24.38,19,513.22,cancelled
RID016510,DRV05256,CUS41386,Sedan,Borivali,Dadar,2025-07-15 09:47:38,2025-07-15 10:53:38,66,11.13,15,216.95,completed
RID016511,DRV05129,CUS43012,SUV,Kurla,Santacruz,2026-04-10 10:13:45,2026-04-10 10:45:45,32,14.26,19,320.94,completed
RID016512,DRV02892,CUS37343,Sedan,Bandra,Andheri,2025-10-15 04:07:02,2025-10-15 05:07:02,60,7.15,15,157.25,cancelled
RID016513,DRV09525,CUS47213,Sedan,Dadar,Mulund,2026-03-10 12:57:32,2026-03-10 14:17:32,80,27.23,15,458.45,completed
RID016514,DRV04796,CUS43015,Sedan,Dadar,Kurla,2026-01-26 21:19:26,2026-01-26 22:20:26,61,12.2,15,233.0,completed
RID016515,DRV08880,CUS30145,Sedan,Malad,Borivali,2026-05-01 12:16:40,2026-05-01 13:14:40,58,2.76,15,91.4,completed
RID016516,DRV05218,CUS36674,SUV,Ghatkopar,Malad,2026-04-18 18:46:57,2026-04-18 19:40:57,54,6.78,19,178.82,completed
RID016517,DRV05620,CUS33483,SUV,Andheri,Kurla,2026-04-16 02:32:38,2026-04-16 03:43:38,71,7.74,19,197.06,completed
RID016518,DRV00904,CUS28702,Sedan,Borivali,Vile Parle,2025-07-09 15:43:08,2025-07-09 17:05:08,82,4.63,15,119.45,cancelled
RID016519,DRV09167,CUS48764,Sedan,Vile Parle,Andheri,2026-02-08 18:22:41,2026-02-08 19:16:41,54,9.65,15,194.75,completed
RID016520,DRV02787,CUS17014,SUV,Juhu,Dadar,2025-07-17 17:20:42,2025-07-17 17:50:42,30,17.7,19,386.3,completed
RID016521,DRV07655,CUS07743,Hatchback,Vile Parle,Santacruz,2026-03-25 03:08:38,2026-03-25 04:21:38,73,21.92,11,291.12,completed
RID016522,DRV00240,CUS17401,Sedan,Malad,Juhu,2025-07-08 01:06:09,2025-07-08 02:27:09,81,1.57,15,73.55,completed
RID016523,DRV06949,CUS23314,Hatchback,Juhu,Santacruz,2025-06-16 16:06:12,2025-06-16 17:23:12,77,2.13,11,73.43,completed
RID016524,DRV03641,CUS14603,SUV,Santacruz,Andheri,2026-03-01 08:13:18,2026-03-01 09:34:18,81,8.56,19,212.64,completed
RID016525,DRV03855,CUS16726,Sedan,Andheri,Mulund,2025-07-20 06:13:17,2025-07-20 07:18:17,65,6.21,15,143.15,cancelled
RID016526,DRV07872,CUS29046,Hatchback,Mulund,Juhu,2026-03-30 00:44:56,2026-03-30 02:12:56,88,13.62,11,199.82,completed
RID016527,DRV08878,CUS02735,Sedan,Juhu,Bandra,2026-04-28 21:39:08,2026-04-28 23:06:08,87,8.43,15,176.45,cancelled
RID016528,DRV05380,CUS42469,SUV,Santacruz,Bandra,2025-10-28 12:09:24,2025-10-28 12:35:24,26,2.39,19,95.41,completed
RID016529,DRV07608,CUS22611,SUV,Santacruz,Bandra,2025-06-23 10:09:24,2025-06-23 10:32:24,23,15.77,19,349.63,cancelled
RID016530,DRV07188,CUS40035,SUV,Vile Parle,Andheri,2026-04-07 19:24:39,2026-04-07 20:05:39,41,10.35,19,246.65,completed
RID016531,DRV08171,CUS08007,Hatchback,Ghatkopar,Dadar,2025-07-05 07:12:20,2025-07-05 08:31:20,79,17.88,11,246.68,completed
RID016532,DRV03063,CUS41500,Sedan,Mulund,Santacruz,2026-04-07 20:34:57,2026-04-07 21:28:57,54,1.71,15,75.65,completed
RID016533,DRV08056,CUS11478,SUV,Kurla,Powai,2025-08-03 16:45:18,2025-08-03 17:21:18,36,12.75,19,292.25,completed
RID016534,DRV09534,CUS34335,Sedan,Ghatkopar,Vile Parle,2026-02-25 05:27:43,2026-02-25 06:56:43,89,4.35,15,115.25,completed
RID016535,DRV08025,CUS08222,SUV,Vile Parle,Andheri,2026-02-24 17:49:32,2026-02-24 18:37:32,48,24.14,19,508.66,completed
RID016536,DRV07083,CUS19527,SUV,Vile Parle,Borivali,2025-12-14 10:12:47,2025-12-14 11:35:47,83,21.5,19,458.5,completed
RID016537,DRV00877,CUS33271,Sedan,Borivali,Malad,2025-10-16 15:48:18,2025-10-16 16:29:18,41,19.09,15,336.35,completed
RID016538,DRV00329,CUS08155,Sedan,Dadar,Malad,2025-09-26 04:32:41,2025-09-26 05:30:41,58,12.99,15,244.85,cancelled
RID016539,DRV04794,CUS49799,SUV,Kurla,Santacruz,2026-01-23 02:55:28,2026-01-23 04:21:28,86,8.42,19,209.98,completed
RID016540,DRV05836,CUS26028,SUV,Bandra,Borivali,2025-10-04 05:55:36,2025-10-04 06:51:36,56,20.43,19,438.17,completed
RID016541,DRV03636,CUS39243,Sedan,Ghatkopar,Vile Parle,2025-06-22 07:55:47,2025-06-22 08:44:47,49,19.54,15,343.1,completed
RID016542,DRV06672,CUS49553,SUV,Ghatkopar,Mulund,2026-03-27 12:07:56,2026-03-27 13:32:56,85,29.74,19,615.06,completed
RID016543,DRV05803,CUS25004,SUV,Kurla,Juhu,2025-10-27 02:08:17,2025-10-27 03:15:17,67,24.31,19,511.89,completed
RID016544,DRV05909,CUS10731,SUV,Mulund,Andheri,2026-04-16 00:01:18,2026-04-16 00:47:18,46,2.01,19,88.19,completed
RID016545,DRV02867,CUS07856,Sedan,Ghatkopar,Dadar,2025-07-17 16:24:35,2025-07-17 17:41:35,77,21.02,15,365.3,completed
RID016546,DRV04866,CUS02726,Sedan,Dadar,Ghatkopar,2025-08-10 17:52:35,2025-08-10 19:09:35,77,13.38,15,250.7,completed
RID016547,DRV05186,CUS10797,Sedan,Santacruz,Ghatkopar,2026-01-12 07:03:48,2026-01-12 08:15:48,72,21.09,15,366.35,completed
RID016548,DRV05255,CUS20430,Sedan,Powai,Malad,2025-09-10 10:00:33,2025-09-10 10:34:33,34,14.53,15,267.95,completed
RID016549,DRV02695,CUS27846,SUV,Powai,Andheri,2025-12-21 20:37:07,2025-12-21 21:49:07,72,23.22,19,491.18,completed
RID016550,DRV06175,CUS03577,Sedan,Andheri,Dadar,2026-02-17 22:07:59,2026-02-17 22:43:59,36,7.43,15,161.45,completed
RID016551,DRV04468,CUS19764,Hatchback,Bandra,Malad,2025-12-15 21:49:34,2025-12-15 22:11:34,22,10.92,11,170.12,completed
RID016552,DRV04444,CUS01300,Hatchback,Mulund,Malad,2025-06-14 16:17:55,2025-06-14 17:00:55,43,4.74,11,102.14,cancelled
RID016553,DRV03839,CUS22189,Hatchback,Bandra,Powai,2025-12-25 07:39:05,2025-12-25 08:55:05,76,15.6,11,221.6,completed
RID016554,DRV06795,CUS08206,Sedan,Malad,Borivali,2025-09-07 17:49:47,2025-09-07 19:19:47,90,19.18,15,337.7,completed
RID016555,DRV02790,CUS45733,SUV,Ghatkopar,Bandra,2025-10-08 00:40:32,2025-10-08 01:02:32,22,23.53,19,497.07,completed
RID016556,DRV06325,CUS41530,SUV,Santacruz,Borivali,2025-11-11 03:33:57,2025-11-11 04:58:57,85,19.31,19,416.89,completed
RID016557,DRV00570,CUS19447,Sedan,Mulund,Bandra,2026-01-11 07:03:13,2026-01-11 07:33:13,30,5.65,15,134.75,cancelled
RID016558,DRV07675,CUS42599,SUV,Powai,Dadar,2025-09-07 06:36:41,2025-09-07 07:26:41,50,3.02,19,107.38,completed
RID016559,DRV03567,CUS30913,Sedan,Ghatkopar,Malad,2025-07-08 13:01:10,2025-07-08 13:21:10,20,20.9,15,363.5,completed
RID016560,DRV01735,CUS18498,Sedan,Malad,Juhu,2025-11-22 17:01:47,2025-11-22 18:02:47,61,19.64,15,344.6,completed
RID016561,DRV01666,CUS33742,Hatchback,Ghatkopar,Vile Parle,2025-06-12 14:44:37,2025-06-12 15:13:37,29,4.17,11,95.87,completed
RID016562,DRV05554,CUS21007,Sedan,Santacruz,Ghatkopar,2025-07-29 15:14:54,2025-07-29 15:57:54,43,1.69,15,75.35,completed
RID016563,DRV06356,CUS22411,Sedan,Mulund,Malad,2026-02-08 18:02:33,2026-02-08 18:32:33,30,3.49,15,102.35,completed
RID016564,DRV06422,CUS03732,Hatchback,Borivali,Kurla,2025-12-25 10:19:25,2025-12-25 10:49:25,30,16.38,11,230.18,cancelled
RID016565,DRV09232,CUS39657,Hatchback,Powai,Santacruz,2025-12-23 21:00:35,2025-12-23 21:51:35,51,16.7,11,233.7,completed
RID016566,DRV07358,CUS08972,Hatchback,Dadar,Juhu,2026-04-09 10:07:25,2026-04-09 11:29:25,82,14.09,11,204.99,cancelled
RID016567,DRV04488,CUS01350,Hatchback,Malad,Ghatkopar,2025-08-13 02:04:25,2025-08-13 03:22:25,78,1.7,11,68.7,cancelled
RID016568,DRV08851,CUS49184,Sedan,Santacruz,Borivali,2026-05-11 18:46:43,2026-05-11 20:01:43,75,24.93,15,423.95,completed
RID016569,DRV03358,CUS15442,SUV,Mulund,Ghatkopar,2026-02-25 06:51:02,2026-02-25 07:22:02,31,16.01,19,354.19,completed
RID016570,DRV01876,CUS17972,Sedan,Dadar,Vile Parle,2025-07-21 01:51:24,2025-07-21 02:18:24,27,4.49,15,117.35,completed
RID016571,DRV00326,CUS42775,Hatchback,Powai,Kurla,2025-09-10 16:08:40,2025-09-10 17:15:40,67,28.1,11,359.1,completed
RID016572,DRV06173,CUS09067,Sedan,Vile Parle,Andheri,2026-03-11 15:46:13,2026-03-11 16:10:13,24,18.11,15,321.65,completed
RID016573,DRV04262,CUS40203,Sedan,Bandra,Malad,2025-11-25 18:48:43,2025-11-25 19:15:43,27,13.79,15,256.85,completed
RID016574,DRV07964,CUS13988,SUV,Kurla,Borivali,2025-06-08 10:20:17,2025-06-08 11:15:17,55,19.95,19,429.05,completed
RID016575,DRV09896,CUS04749,Sedan,Andheri,Borivali,2025-09-08 17:41:13,2025-09-08 18:58:13,77,12.41,15,236.15,cancelled
RID016576,DRV05741,CUS10356,Hatchback,Malad,Powai,2026-05-02 09:34:31,2026-05-02 10:25:31,51,13.3,11,196.3,completed
RID016577,DRV05499,CUS45979,SUV,Bandra,Mulund,2026-06-01 16:02:07,2026-06-01 17:31:07,89,4.72,19,139.68,cancelled
RID016578,DRV06377,CUS28159,Hatchback,Bandra,Vile Parle,2026-01-18 15:26:01,2026-01-18 16:23:01,57,28.29,11,361.19,cancelled
RID016579,DRV09434,CUS01806,SUV,Kurla,Santacruz,2025-10-08 01:34:24,2025-10-08 02:46:24,72,26.11,19,546.09,completed
RID016580,DRV03305,CUS32584,SUV,Vile Parle,Malad,2025-10-23 09:20:00,2025-10-23 09:52:00,32,12.43,19,286.17,completed
RID016581,DRV07799,CUS23377,Hatchback,Borivali,Malad,2025-11-17 04:13:40,2025-11-17 05:42:40,89,27.2,11,349.2,completed
RID016582,DRV03953,CUS29428,SUV,Dadar,Andheri,2025-09-12 06:08:15,2025-09-12 07:33:15,85,3.2,19,110.8,completed
RID016583,DRV04259,CUS15861,SUV,Powai,Bandra,2026-01-03 01:46:06,2026-01-03 03:11:06,85,7.56,19,193.64,cancelled
RID016584,DRV07122,CUS29209,SUV,Juhu,Vile Parle,2025-09-10 08:19:08,2025-09-10 08:56:08,37,19.26,19,415.94,completed
RID016585,DRV01678,CUS26800,SUV,Ghatkopar,Powai,2025-06-12 15:32:37,2025-06-12 16:02:37,30,7.26,19,187.94,cancelled
RID016586,DRV06038,CUS09568,SUV,Bandra,Powai,2025-10-08 17:35:18,2025-10-08 18:10:18,35,9.55,19,231.45,completed
RID016587,DRV01458,CUS25907,Hatchback,Ghatkopar,Mulund,2025-10-01 02:59:41,2025-10-01 03:28:41,29,26.15,11,337.65,completed
RID016588,DRV05465,CUS03409,SUV,Mulund,Powai,2025-12-29 02:18:20,2025-12-29 03:09:20,51,24.4,19,513.6,completed
RID016589,DRV09312,CUS28597,SUV,Ghatkopar,Borivali,2025-07-27 17:34:20,2025-07-27 18:50:20,76,17.33,19,379.27,cancelled
RID016590,DRV08590,CUS48890,SUV,Powai,Mulund,2025-10-16 14:36:50,2025-10-16 15:51:50,75,10.02,19,240.38,completed
RID016591,DRV04940,CUS04353,Sedan,Borivali,Santacruz,2025-06-24 20:38:55,2025-06-24 20:59:55,21,6.04,15,140.6,completed
RID016592,DRV02750,CUS10253,Hatchback,Vile Parle,Kurla,2026-05-28 12:07:07,2026-05-28 13:29:07,82,4.85,11,103.35,completed
RID016593,DRV09800,CUS45708,SUV,Powai,Andheri,2025-07-10 22:17:22,2025-07-10 23:45:22,88,15.43,19,343.17,completed
RID016594,DRV08604,CUS11170,Hatchback,Bandra,Dadar,2026-02-28 03:27:09,2026-02-28 04:03:09,36,9.6,11,155.6,completed
RID016595,DRV02629,CUS48040,SUV,Malad,Vile Parle,2025-11-02 04:24:55,2025-11-02 05:29:55,65,23.57,19,497.83,completed
RID016596,DRV03823,CUS33915,Sedan,Vile Parle,Borivali,2025-08-13 08:01:57,2025-08-13 08:49:57,48,19.34,15,340.1,cancelled
RID016597,DRV07087,CUS47318,Sedan,Andheri,Kurla,2025-07-26 00:36:22,2025-07-26 01:52:22,76,27.97,15,469.55,completed
RID016598,DRV00194,CUS38707,Sedan,Mulund,Borivali,2026-02-02 15:19:31,2026-02-02 15:53:31,34,7.32,15,159.8,completed
RID016599,DRV05275,CUS18530,Sedan,Bandra,Andheri,2025-11-19 01:20:07,2025-11-19 02:50:07,90,1.92,15,78.8,completed
RID016600,DRV08164,CUS42345,Sedan,Vile Parle,Andheri,2026-02-11 08:06:47,2026-02-11 09:06:47,60,22.4,15,386.0,completed
RID016601,DRV07035,CUS02563,Sedan,Kurla,Malad,2026-03-20 17:45:45,2026-03-20 18:20:45,35,14.99,15,274.85,completed
RID016602,DRV00557,CUS20365,SUV,Andheri,Borivali,2025-09-29 21:53:27,2025-09-29 22:52:27,59,1.61,19,80.59,completed
RID016603,DRV03457,CUS22456,SUV,Powai,Borivali,2025-08-16 20:51:14,2025-08-16 21:29:14,38,22.78,19,482.82,completed
RID016604,DRV00076,CUS37267,SUV,Juhu,Santacruz,2026-01-31 00:35:33,2026-01-31 01:44:33,69,29.33,19,607.27,completed
RID016605,DRV00219,CUS10931,Sedan,Ghatkopar,Santacruz,2025-11-23 09:42:44,2025-11-23 10:25:44,43,22.06,15,380.9,completed
RID016606,DRV08834,CUS35479,Hatchback,Kurla,Dadar,2025-08-14 10:18:46,2025-08-14 10:52:46,34,26.25,11,338.75,completed
RID016607,DRV02847,CUS11954,SUV,Juhu,Bandra,2025-07-28 04:51:20,2025-07-28 05:29:20,38,10.51,19,249.69,cancelled
RID016608,DRV04211,CUS18588,Sedan,Kurla,Dadar,2025-10-25 19:07:41,2025-10-25 19:47:41,40,14.28,15,264.2,completed
RID016609,DRV02986,CUS08569,SUV,Borivali,Dadar,2025-07-10 12:23:05,2025-07-10 13:09:05,46,23.9,19,504.1,completed
RID016610,DRV00904,CUS31338,Sedan,Bandra,Powai,2025-11-03 00:36:34,2025-11-03 01:10:34,34,16.12,15,291.8,completed
RID016611,DRV01493,CUS06773,Sedan,Dadar,Ghatkopar,2025-12-04 17:35:58,2025-12-04 18:15:58,40,29.6,15,494.0,cancelled
RID016612,DRV06512,CUS27131,SUV,Ghatkopar,Kurla,2025-06-18 18:54:16,2025-06-18 19:46:16,52,22.11,19,470.09,completed
RID016613,DRV04326,CUS19929,Sedan,Andheri,Juhu,2026-03-16 16:34:32,2026-03-16 16:54:32,20,17.79,15,316.85,completed
RID016614,DRV09137,CUS17911,SUV,Ghatkopar,Powai,2026-04-15 10:43:02,2026-04-15 11:18:02,35,12.62,19,289.78,completed
RID016615,DRV06886,CUS27274,SUV,Mulund,Juhu,2026-03-17 10:50:18,2026-03-17 11:17:18,27,29.2,19,604.8,completed
RID016616,DRV02850,CUS06848,SUV,Powai,Vile Parle,2026-04-03 18:21:14,2026-04-03 18:52:14,31,7.86,19,199.34,completed
RID016617,DRV06992,CUS35277,Hatchback,Juhu,Powai,2025-07-14 10:58:47,2025-07-14 12:13:47,75,14.29,11,207.19,completed
RID016618,DRV09822,CUS08038,Sedan,Andheri,Ghatkopar,2025-08-26 11:13:30,2025-08-26 12:36:30,83,18.68,15,330.2,completed
RID016619,DRV06753,CUS15611,Sedan,Mulund,Andheri,2025-09-16 11:13:27,2025-09-16 12:34:27,81,23.46,15,401.9,completed
RID016620,DRV03003,CUS13327,SUV,Santacruz,Andheri,2026-05-13 21:30:05,2026-05-13 21:59:05,29,22.42,19,475.98,completed
RID016621,DRV05422,CUS30663,SUV,Santacruz,Juhu,2025-11-26 23:37:37,2025-11-27 01:07:37,90,15.09,19,336.71,completed
RID016622,DRV05800,CUS40732,Hatchback,Dadar,Vile Parle,2025-12-12 11:25:10,2025-12-12 12:48:10,83,2.15,11,73.65,completed
RID016623,DRV04581,CUS32961,SUV,Vile Parle,Ghatkopar,2025-07-11 22:28:05,2025-07-11 22:57:05,29,8.36,19,208.84,cancelled
RID016624,DRV03356,CUS00778,SUV,Malad,Andheri,2026-05-21 15:22:23,2026-05-21 16:31:23,69,1.52,19,78.88,completed
RID016625,DRV08978,CUS42208,SUV,Mulund,Dadar,2025-12-21 04:30:22,2025-12-21 05:49:22,79,23.66,19,499.54,completed
RID016626,DRV07488,CUS12049,SUV,Bandra,Juhu,2025-06-13 18:35:25,2025-06-13 19:48:25,73,5.98,19,163.62,completed
RID016627,DRV08328,CUS28353,SUV,Kurla,Juhu,2026-02-13 00:14:51,2026-02-13 00:48:51,34,28.72,19,595.68,completed
RID016628,DRV08714,CUS40681,Hatchback,Ghatkopar,Dadar,2025-11-13 15:42:20,2025-11-13 17:10:20,88,1.75,11,69.25,cancelled
RID016629,DRV08592,CUS24645,Hatchback,Juhu,Bandra,2025-06-12 23:40:36,2025-06-13 00:17:36,37,23.18,11,304.98,completed
RID016630,DRV02459,CUS13684,SUV,Andheri,Ghatkopar,2026-05-13 00:30:44,2026-05-13 00:54:44,24,4.68,19,138.92,cancelled
RID016631,DRV06709,CUS03264,SUV,Ghatkopar,Dadar,2025-07-28 08:21:33,2025-07-28 08:43:33,22,22.18,19,471.42,completed
RID016632,DRV07162,CUS08103,SUV,Juhu,Ghatkopar,2025-08-31 13:31:57,2025-08-31 14:56:57,85,7.24,19,187.56,completed
RID016633,DRV05015,CUS36550,SUV,Dadar,Mulund,2026-05-16 23:06:57,2026-05-16 23:59:57,53,4.46,19,134.74,cancelled
RID016634,DRV08162,CUS46637,SUV,Andheri,Juhu,2026-04-30 05:07:38,2026-04-30 05:27:38,20,10.67,19,252.73,completed
RID016635,DRV06921,CUS25767,Sedan,Juhu,Santacruz,2025-12-10 01:37:29,2025-12-10 02:50:29,73,14.25,15,263.75,completed
RID016636,DRV07397,CUS07214,Hatchback,Juhu,Mulund,2025-07-18 23:39:51,2025-07-19 00:34:51,55,5.13,11,106.43,completed
RID016637,DRV06272,CUS09216,Sedan,Ghatkopar,Borivali,2026-02-03 01:16:52,2026-02-03 02:03:52,47,19.71,15,345.65,completed
RID016638,DRV05882,CUS44369,SUV,Andheri,Borivali,2026-04-17 16:39:17,2026-04-17 17:13:17,34,11.63,19,270.97,completed
RID016639,DRV07487,CUS31773,SUV,Ghatkopar,Dadar,2025-08-20 20:08:13,2025-08-20 21:37:13,89,27.89,19,579.91,completed
RID016640,DRV09769,CUS41304,SUV,Powai,Mulund,2025-11-30 08:18:48,2025-11-30 09:29:48,71,26.47,19,552.93,completed
RID016641,DRV05901,CUS02496,SUV,Dadar,Kurla,2026-03-14 12:58:11,2026-03-14 13:36:11,38,28.5,19,591.5,completed
RID016642,DRV03690,CUS29429,Hatchback,Borivali,Bandra,2025-11-20 08:34:03,2025-11-20 09:48:03,74,13.06,11,193.66,completed
RID016643,DRV08066,CUS22233,Sedan,Mulund,Borivali,2026-02-22 05:42:29,2026-02-22 07:01:29,79,19.03,15,335.45,completed
RID016644,DRV07610,CUS03855,Sedan,Powai,Kurla,2026-05-21 15:12:23,2026-05-21 15:32:23,20,25.59,15,433.85,cancelled
RID016645,DRV02524,CUS37860,Hatchback,Powai,Santacruz,2026-04-27 01:27:15,2026-04-27 01:56:15,29,10.17,11,161.87,completed
RID016646,DRV07752,CUS47027,SUV,Ghatkopar,Bandra,2025-12-20 07:02:18,2025-12-20 08:11:18,69,22.39,19,475.41,cancelled
RID016647,DRV01243,CUS06932,Hatchback,Kurla,Ghatkopar,2026-05-27 01:19:07,2026-05-27 02:47:07,88,26.05,11,336.55,completed
RID016648,DRV01426,CUS19406,Sedan,Juhu,Bandra,2025-12-21 18:46:16,2025-12-21 19:35:16,49,6.94,15,154.1,completed
RID016649,DRV05952,CUS42390,SUV,Bandra,Malad,2025-06-04 13:03:36,2025-06-04 14:05:36,62,10.3,19,245.7,completed
RID016650,DRV05784,CUS37115,SUV,Malad,Dadar,2025-12-15 05:44:37,2025-12-15 06:44:37,60,10.7,19,253.3,completed
RID016651,DRV07357,CUS33996,SUV,Dadar,Juhu,2025-06-13 15:23:48,2025-06-13 16:01:48,38,27.92,19,580.48,completed
RID016652,DRV05004,CUS15037,Hatchback,Juhu,Vile Parle,2025-12-31 02:45:57,2025-12-31 03:40:57,55,15.64,11,222.04,completed
RID016653,DRV04943,CUS16944,Hatchback,Juhu,Bandra,2026-04-14 19:36:10,2026-04-14 20:30:10,54,27.63,11,353.93,completed
RID016654,DRV04539,CUS10018,Hatchback,Powai,Ghatkopar,2026-05-11 22:14:44,2026-05-11 23:40:44,86,23.19,11,305.09,completed
RID016655,DRV07370,CUS22248,SUV,Borivali,Powai,2026-03-23 20:36:54,2026-03-23 22:04:54,88,7.81,19,198.39,cancelled
RID016656,DRV04206,CUS26486,SUV,Borivali,Malad,2025-11-30 16:17:20,2025-11-30 16:58:20,41,26.25,19,548.75,completed
RID016657,DRV07846,CUS31042,SUV,Ghatkopar,Dadar,2025-08-08 21:01:24,2025-08-08 21:28:24,27,11.27,19,264.13,completed
RID016658,DRV06411,CUS28805,SUV,Mulund,Vile Parle,2025-07-10 18:56:03,2025-07-10 19:16:03,20,8.04,19,202.76,completed
